chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
I	2639111	2640331	1221	2639111-2640331	+	CDS	SPAC7D4.06c	alg3	SPAC7D4.06c.1	dolichyl-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase Alg3
I	2641901	2642711	687	2641901-2642347,2642437-2642513,2642549-2642711	-	CDS	SPAC7D4.05	None	SPAC7D4.05.1	HAD superfamily hydrolase, unknown role
I	2643117	2645897	2781	2643117-2645897	-	CDS	SPAC7D4.04	atg11	SPAC7D4.04.1	autophagy associated protein kinase regulator Atg11
I	2646739	2649399	2661	2646739-2649399	+	CDS	SPAC7D4.03c	ahk1	SPAC7D4.03c.1	MAP kinase cascade scaffold protein Ahk1
I	2650254	2651827	1248	2650254-2650336,2650507-2650738,2650832-2651585,2651649-2651827	+	CDS	SPAC7D4.02c	sfp47	SPAC7D4.02c.1	Ubp4 interactor Sfp47
I	2652229	2653956	1728	2652229-2653956	-	CDS	SPAC4F8.15	itr1	SPAC4F8.15.1	myo-inositol transmembrane transporter Itr1
I	2656153	2657672	1344	2656153-2656212,2656389-2657672	+	CDS	SPAC4F8.14c	hcs1	SPAC4F8.14c.1	3-hydroxy-3-methylglutaryl-CoA synthase
I	2658046	2662515	4470	2658046-2662515	+	CDS	SPAC4F8.13c	rng2	SPAC4F8.13c.1	IQGAP domain cytoskeleton scaffold protein Rng2
I	2663267	2670358	7092	2663267-2670358	+	CDS	SPAC4F8.12c	spp42	SPAC4F8.12c.1	U5 snRNP complex subunit Spp42
I	2670573	2673113	2541	2670573-2673113	-	CDS	SPAC4F8.11	sea2	SPAC4F8.11.1	GATOR2-SEACAT complex WD repeat subunit Sea2
I	2674330	2674854	525	2674330-2674854	+	CDS	SPAC4F8.10c	stg1	SPAC4F8.10c.1	SM22/transgelin-like actin modulating protein Stg1
I	2677053	2677508	456	2677053-2677508	-	CDS	SPAC4F8.08	mug114	SPAC4F8.08.1	Schizosaccharomyces pombe specific protein Mug114
I	2678345	2679712	1368	2678345-2679712	+	CDS	SPAC4F8.07c	hxk2	SPAC4F8.07c.1	hexokinase 2
I	2680863	2681351	489	2680863-2681351	-	CDS	SPAC4F8.06	mrps12	SPAC4F8.06.1	mitochondrial ribosomal protein subunit S12
I	2682321	2682698	378	2682321-2682698	+	CDS	SPAC4F8.05c	mrpl28	SPAC4F8.05c.1	mitochondrial ribosomal protein subunit L40
I	2683058	2683978	921	2683058-2683978	-	CDS	SPAC4F8.04	rpf1	SPAC4F8.04.1	Brix domain protein Rpf1
I	2684700	2685634	741	2684700-2685312,2685507-2685634	-	CDS	SPAC4F8.03	sdo1	SPAC4F8.03.1	SBDS family ribosome assembly protein Sdo1
I	2686509	2687348	840	2686509-2687348	+	CDS	SPAC4F8.02c	mrpl40	SPAC4F8.02c.1	mitochondrial ribosomal protein subunit L24
I	2687628	2688499	633	2687628-2687927,2688085-2688135,2688218-2688499	-	CDS	SPAC4F8.01	did4	SPAC4F8.01.1	ESCRT III complex subunit Did4
I	2689669	2690634	912	2689669-2689902,2689957-2690634	+	CDS	SPAC644.04	pct1	SPAC644.04.1	RNA 5'-triphosphatase
I	2691156	2691578	423	2691156-2691578	-	CDS	SPAC644.05c	dut1	SPAC644.05c.1	deoxyuridine 5'-triphosphate nucleotidohydrolase
I	2692294	2694075	1782	2692294-2694075	-	CDS	SPAC644.06c	cdr1	SPAC644.06c.1	serine/threonine protein kinase (NIM1 family) Cdr1/Nim1
I	2698934	2700283	1350	2698934-2700283	+	CDS	SPAC644.07	bcs1	SPAC644.07.1	mitochondrial Rieske ISP assembly ATPase Bcs1
I	2700723	2701426	651	2700723-2700791,2700845-2701426	+	CDS	SPAC644.08	utr4	SPAC644.08.1	methionine salvage haloacid dehalogenase-like hydrolase Utr4
I	2702231	2703520	714	2702231-2702299,2702681-2702800,2702936-2703271,2703332-2703520	+	CDS	SPAC644.09	None	SPAC644.09.1	pyridoxal phosphate homeostasis protein
I	2703992	2704330	339	2703992-2704330	+	CDS	SPAC644.10	med11	SPAC644.10.1	mediator complex subunit Med11
I	2704559	2706057	1278	2704559-2704702,2704762-2705634,2705714-2705880,2705964-2706057	-	CDS	SPAC644.11c	pkp1	SPAC644.11c.1	mitochondrial pyruvate dehydrogenase (lipoamide) kinase Pkp1
I	2707286	2709862	2274	2707286-2707304,2707345-2707364,2707431-2707445,2707510-2707629,2707699-2708147,2708212-2709862	+	CDS	SPAC644.12	cdc5	SPAC644.12.1	Prp19 complex subunit Cdc5/Cef1
I	2709946	2710623	678	2709946-2710623	-	CDS	SPAC644.13c	None	SPAC644.13c.1	Rab GTPase binding
I	2711535	2712632	1098	2711535-2712632	-	CDS	SPAC644.14c	rad51	SPAC644.14c.1	RecA family recombinase Rad51/Rhp51
I	2712981	2713446	330	2712981-2713049,2713186-2713446	+	CDS	SPAC644.15	rpp101	SPAC644.15.1	ribosomal protein P1 Rpp101
I	2714157	2715465	1269	2714157-2714181,2714222-2715465	+	CDS	SPAC644.16	rna15	SPAC644.16.1	mRNA cleavage and polyadenylation specificity factor complex RNA-binding protein Rna15
I	2715525	2716304	780	2715525-2716304	-	CDS	SPAC644.17c	mrpl9	SPAC644.17c.1	mitochondrial ribosomal protein subunit L3
I	2717433	2718131	552	2717433-2717552,2717604-2717889,2717937-2718031,2718081-2718131	-	CDS	SPAC644.18c	bet3	SPAC644.18c.1	TRAPP I, II and III complex RabGEF subunit Bet3
I	2718804	2719721	747	2718804-2719080,2719132-2719199,2719256-2719446,2719511-2719721	-	CDS	SPAPB2B4.01c	gpi12	SPAPB2B4.01c.1	pig-L, N-acetylglucosaminylphosphatidyl inositoldeacetylase
I	2720625	2721397	441	2720625-2720974,2721307-2721397	+	CDS	SPAPB2B4.02	grx5	SPAPB2B4.02.1	mitochondrial [2Fe-2S] cluster assembly and transfer glutaredoxin Grx5
I	2723608	2724843	1236	2723608-2724843	+	CDS	SPAPB2B4.03	cig2	SPAPB2B4.03.1	G1/S-specific B-type cyclin Cig2
I	2725581	2729459	3879	2725581-2729459	-	CDS	SPAPB2B4.04c	pmc1	SPAPB2B4.04c.1	plasma membrane P-type ATPase, calcium transporting, P2 type, Pmc1
I	2733482	2735106	1185	2733482-2733628,2733730-2733883,2733933-2734027,2734080-2734171,2734276-2734536,2734588-2734819,2734903-2735106	+	CDS	SPAPB2B4.05	vma5	SPAPB2B4.05.1	V-type ATPase V1 subunit C
I	2735263	2736188	768	2735263-2735738,2735801-2735828,2735877-2736087,2736136-2736188	+	CDS	SPAPB2B4.06	None	SPAPB2B4.06.1	acyl-coenzyme A thioesterase
I	2736904	2737623	720	2736904-2737623	+	CDS	SPAPB2B4.07	None	SPAPB2B4.07.1	ubiquitin family protein, human UBTD1 homolog
I	2739247	2744811	5565	2739247-2744811	+	CDS	SPAC6F6.01	cch1	SPAC6F6.01.1	plasma membrane calcium ion import channel Cch1
I	2745052	2746098	1047	2745052-2746098	-	CDS	SPAC6F6.02c	pof5	SPAC6F6.02c.1	F-box protein Pof5
I	2746637	2748654	1614	2746637-2747455,2747860-2748654	-	CDS	SPAC6F6.03c	nog2	SPAC6F6.03c.1	ribosome export GTPase Nog2
I	2749204	2750673	1470	2749204-2750673	-	CDS	SPAC6F6.04c	None	SPAC6F6.04c.1	MFS superfamily, UNC-93 subfamily, transmembrane transporter
I	2753067	2753488	369	2753067-2753368,2753422-2753488	+	CDS	SPAC6F6.05	ost2	SPAC6F6.05.1	oligosaccharyltransferase complex epsilon subunit, Ost2
I	2754079	2757546	3468	2754079-2757546	-	CDS	SPAC6F6.06c	rax2	SPAC6F6.06c.1	cell polarity factor Rax2
I	2758483	2759168	456	2758483-2758656,2758721-2758767,2758831-2758863,2758967-2759168	-	CDS	SPAC6F6.07c	rps13	SPAC6F6.07c.1	40S ribosomal protein S13
I	2759300	2760538	900	2759300-2759459,2759648-2759795,2759870-2759960,2760038-2760538	-	CDS	SPAC6F6.08c	cdc16	SPAC6F6.08c.1	SIN signalling inhibitor, two-component GAP Cdc16
I	2761597	2762076	417	2761597-2761629,2761693-2762076	+	CDS	SPAC6F6.09	eaf6	SPAC6F6.09.1	Mst2/NuA4 histone acetyltransferase complex subunit Eaf6
I	2762507	2763500	954	2762507-2763398,2763439-2763500	-	CDS	SPAC6F6.10c	arc2	SPAC6F6.10c.1	ARP2/3 actin-organizing complex subunit Arc34
I	2764200	2765334	930	2764200-2764680,2764740-2764857,2764915-2765103,2765151-2765259,2765302-2765334	-	CDS	SPAC6F6.11c	None	SPAC6F6.11c.1	pyridoxine-pyridoxal-pyridoxamine kinase
I	2767296	2768657	1206	2767296-2767427,2767496-2767631,2767720-2768657	+	CDS	SPAC6F6.12	atg24	SPAC6F6.12.1	autophagy associated PX/BAR domain sorting nexin Atg24
I	2769026	2771362	2337	2769026-2771362	-	CDS	SPAC6F6.13c	None	SPAC6F6.13c.1	Golgi localized AP-1 adaptor complex binding protein
I	2771683	2772885	867	2771683-2771820,2772007-2772496,2772647-2772885	-	CDS	SPAC6F6.19	None	SPAC6F6.19.1	RNA-binding protein,G-patch type,human GPATCH11 ortholog
I	2774831	2775919	636	2774831-2774911,2774983-2775022,2775091-2775114,2775191-2775251,2775316-2775362,2775404-2775450,2775530-2775655,2775710-2775919	+	CDS	SPAC6F6.15	ypt5	SPAC6F6.15.1	GTPase Ypt5
I	2776215	2777962	1527	2776215-2777101,2777140-2777281,2777320-2777354,2777401-2777651,2777695-2777792,2777849-2777962	-	CDS	SPAC6F6.16c	tpz1	SPAC6F6.16c.1	shelterin complex subunit Tpz1
I	2778899	2783101	4203	2778899-2783101	+	CDS	SPAC6F6.17	rif1	SPAC6F6.17.1	telomere length regulator protein Rif1
I	2783233	2785742	2328	2783233-2783424,2783465-2785541,2785637-2785685,2785733-2785742	-	CDS	SPAC1805.01c	ppk6	SPAC1805.01c.1	serine/threonine protein kinase Ppk6
I	2786621	2787457	765	2786621-2787274,2787347-2787457	-	CDS	SPAC1805.02c	etf2	SPAC1805.02c.1	electron transfer flavoprotein beta subunit EtfB
I	2787869	2789105	1107	2787869-2788612,2788664-2788700,2788780-2789105	-	CDS	SPAC1805.03c	trm13	SPAC1805.03c.1	tRNA 2'-O-methyltransferase Trm13
I	2789900	2793452	3489	2789900-2790083,2790148-2793452	+	CDS	SPAC1805.04	nup132	SPAC1805.04.1	nucleoporin, WD repeat Nup132
I	2793945	2795463	1320	2793945-2794079,2794146-2794215,2794276-2794424,2794498-2795463	+	CDS	SPAC1805.05	cki3	SPAC1805.05.1	serine/threonine protein kinase (CK1 family) Cki3
I	2796470	2797459	990	2796470-2797459	-	CDS	SPAC1805.06c	hem2	SPAC1805.06c.1	porphobilinogen synthase Hem2
I	2798065	2798677	285	2798065-2798213,2798542-2798677	-	CDS	SPAC1805.07c	dad2	SPAC1805.07c.1	DASH complex subunit Dad2
I	2800599	2801043	336	2800599-2800607,2800657-2800767,2800828-2801043	+	CDS	SPAC1805.08	dlc1	SPAC1805.08.1	dynein light chain Dlc1
I	2801619	2801906	288	2801619-2801906	+	CDS	SPAC1805.18	pop6	SPAC1805.18.1	RNase P and RNase MRP subunit Pop6/Pop7 ortholog
I	2802728	2803750	1023	2802728-2803750	-	CDS	SPAC1805.09c	fmt1	SPAC1805.09c.1	mitochondrial methionyl-tRNA formyltransferase Fmt1
I	2803772	2805355	1584	2803772-2805355	+	CDS	SPAC1805.10	ccz1	SPAC1805.10.1	Mon1-Ccz1 GEF complex subunit Ccz1
I	2805546	2806005	360	2805546-2805781,2805882-2806005	-	CDS	SPAC1805.11c	rps2602	SPAC1805.11c.1	40S ribosomal protein S26
I	2806867	2807253	387	2806867-2807253	-	CDS	SPAC1805.12c	ubi2	SPAC1805.12c.1	ribosomal-ubiquitin fusion protein Ubi2
I	2807467	2808115	405	2807467-2807574,2807819-2808115	+	CDS	SPAC1805.13	rpl14	SPAC1805.13.1	60S ribosomal protein L14
I	2808998	2810356	1359	2808998-2810356	+	CDS	SPAC1805.14	None	SPAC1805.14.1	Schizosaccharomyces specific protein
I	2810552	2812760	2016	2810552-2810651,2810693-2812295,2812391-2812524,2812582-2812760	-	CDS	SPAC1805.15c	pub2	SPAC1805.15c.1	HECT-type ubiquitin-protein ligase E3 Pub2
I	2813482	2814429	948	2813482-2814429	-	CDS	SPAC1805.16c	None	SPAC1805.16c.1	purine nucleoside phosphorylase
I	2817037	2820273	3237	2817037-2820273	+	CDS	SPAC1805.17	crm1	SPAC1805.17.1	karyopherin/importin beta family nuclear export signal receptor Crm1
I	2821071	2822336	1266	2821071-2822336	-	CDS	SPAC1B2.02c	ugo1	SPAC1B2.02c.1	mitochondrial fusion protein Ugo1
I	2823967	2824993	984	2823967-2824897,2824941-2824993	-	CDS	SPAC1B2.03c	elo2	SPAC1B2.03c.1	fatty acid elongase Elo2
I	2825312	2825566	255	2825312-2825566	+	CDS	SPAC1B2.06	None	SPAC1B2.06.1	Schizosaccharomyces pombe specific protein
I	2826897	2827730	423	2826897-2827045,2827457-2827730	+	CDS	SPAC1B2.04	cox6	SPAC1B2.04.1	cytochrome c oxidase subunit VI
I	2828471	2830714	2163	2828471-2830152,2830194-2830566,2830607-2830714	+	CDS	SPAC1B2.05	mcm5	SPAC1B2.05.1	MCM complex subunit Mcm5
I	2830785	2833310	2526	2830785-2833310	-	CDS	SPAC3F10.02c	trk1	SPAC3F10.02c.1	plasma membrane potassium ion transmembrane transporter Trk1
I	2834015	2835973	1959	2834015-2835973	+	CDS	SPAC3F10.03	grs1	SPAC3F10.03.1	mitochondrial and cytoplasmic glycine-tRNA ligase Grs1
I	2836496	2837992	1497	2836496-2837992	+	CDS	SPAC3F10.04	gsa1	SPAC3F10.04.1	glutathione synthetase large and small subunit Gsa1
I	2838367	2839347	981	2838367-2839347	-	CDS	SPAC3F10.05c	mug113	SPAC3F10.05c.1	GIY-YIGT nuclease superfamily protein
I	2839576	2841216	1362	2839576-2840878,2841158-2841216	-	CDS	SPAC3F10.06c	rit1	SPAC3F10.06c.1	initiator methionine tRNA 2'-O-ribosyl phosphate transferase
I	2841195	2841713	519	2841195-2841713	-	CDS	SPAC3F10.07c	erf4	SPAC3F10.07c.1	palmitoyltransferase complex accessory subunit Erf4
I	2843046	2843738	309	2843046-2843128,2843328-2843335,2843521-2843738	+	CDS	SPAC3F10.19	spd2	SPAC3F10.19.1	ribonucleotide reductase (RNR) inhibitor family
I	2844339	2845118	780	2844339-2845118	-	CDS	SPAC3F10.08c	faf1	SPAC3F10.08c.1	40S small subunit processome assembly factor Faf1
I	2845325	2846503	795	2845325-2845565,2845628-2845698,2845955-2846058,2846125-2846503	+	CDS	SPAC3F10.09	his6	SPAC3F10.09.1	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino) methylideneamino]imidazole-4-carboxamide isomerase His6
I	2846420	2847517	1098	2846420-2847517	-	CDS	SPAC3F10.10c	map3	SPAC3F10.10c.1	pheromone M-factor receptor Map3
I	2849797	2854233	4437	2849797-2854233	-	CDS	SPAC3F10.11c	abc2	SPAC3F10.11c.1	vacuolar phytochelatin and glutathione S-conjugate ABC family transmembrane transporter Abc2
I	2854846	2855451	606	2854846-2855451	-	CDS	SPAC3F10.12c	None	SPAC3F10.12c.1	DNA-binding transcription factor
I	2859064	2860902	1839	2859064-2860902	+	CDS	SPAC3F10.13	ucp6	SPAC3F10.13.1	UBA domain protein Ucp6
I	2861458	2861730	273	2861458-2861730	-	CDS	SPAC3F10.15c	spo12	SPAC3F10.15c.1	Spo12 family nuclear protein
I	2862239	2864198	1851	2862239-2864086,2864196-2864198	-	CDS	SPAC3F10.16c	None	SPAC3F10.16c.1	GTP binding protein, HSR1-related
I	2864565	2865861	1161	2864565-2864567,2864704-2865861	+	CDS	SPAC3F10.17	ltv1	SPAC3F10.17.1	ribosome biogenesis protein Ltv1
I	2866319	2866448	78	2866319-2866325,2866378-2866448	-	CDS	SPAC3F10.18c	rpl4102	SPAC3F10.18c.1	60S ribosomal protein L41
I	2867851	2868191	240	2867851-2867985,2868045-2868106,2868149-2868191	-	CDS	SPAC8F11.02c	dph3	SPAC8F11.02c.1	diphthamide biosynthesis protein Dph3
I	2868460	2871509	3015	2868460-2869956,2869992-2871509	+	CDS	SPAC8F11.03	msh3	SPAC8F11.03.1	MutS protein homolog 3
I	2871985	2873233	1122	2871985-2872020,2872148-2873233	+	CDS	SPAC8F11.04	None	SPAC8F11.04.1	U3 snoRNP-associated protein Cic1/Utp30 family involved in ribosome biogenesis
I	2873481	2874269	726	2873481-2873883,2873947-2874269	-	CDS	SPAC8F11.05c	mug130	SPAC8F11.05c.1	Schizosaccharomyces specific protein Mug130
I	2875203	2876096	894	2875203-2876096	+	CDS	SPAC8F11.06	brr6	SPAC8F11.06.1	nuclear envelope protein Brr6/Brl1
I	2876494	2878316	1506	2876494-2876795,2876837-2876971,2877017-2877680,2877739-2877938,2878003-2878030,2878085-2878169,2878225-2878316	-	CDS	SPAC8F11.07c	cdc24	SPAC8F11.07c.1	DNA replication protein Cdc24
I	2878708	2879891	1131	2878708-2878764,2878818-2879891	-	CDS	SPAC8F11.08c	None	SPAC8F11.08c.1	ER membrane associated esterase/lipase
I	2881046	2881906	768	2881046-2881700,2881794-2881906	-	CDS	SPAC8F11.09c	efm7	SPAC8F11.09c.1	elongation factor methyltransferase Efm7
I	2882649	2883854	1206	2882649-2883854	-	CDS	SPAC8F11.10c	pvg1	SPAC8F11.10c.1	Golgi pyruvyltransferase Pvg1
I	2885561	2886781	1221	2885561-2886781	-	CDS	SPACUNK4.17	None	SPACUNK4.17.1	NAD binding dehydrogenase family protein, human DHDH ortholog, unknown biological role, implicated in carbohydrate metabolic process
I	2888417	2888746	330	2888417-2888746	+	CDS	SPACUNK4.19	mug153	SPACUNK4.19.1	Schizosaccharomyces pombe specific protein
I	2890048	2892882	2835	2890048-2892882	+	CDS	SPACUNK4.16c	tps3	SPACUNK4.16c.1	alpha,alpha-trehalose-phosphate synthase
I	2893634	2894260	627	2893634-2894260	-	CDS	SPACUNK4.15	None	SPACUNK4.15.1	2',3'-cyclic-nucleotide 3'-phosphodiesterase
I	2895713	2897749	1875	2895713-2896018,2896071-2897312,2897369-2897461,2897516-2897749	-	CDS	SPACUNK4.14	mdb1	SPACUNK4.14.1	BRCT domain protein Mdb1
I	2897871	2899250	1224	2897871-2898055,2898121-2898161,2898253-2899250	+	CDS	SPACUNK4.13c	None	SPACUNK4.13c.1	mitochondrial NTPase Obg family, human OLA1 ortholog, implicated in mitochondrial translation, ribosome assembly, or tRNA metabolism
I	2899568	2902477	2910	2899568-2902477	+	CDS	SPACUNK4.12c	iph1	SPACUNK4.12c.1	insulinase pombe homologue 1
I	2902687	2903308	567	2902687-2902713,2902769-2903308	+	CDS	SPACUNK4.11c	mpp6	SPACUNK4.11c.1	nuclear exosome-associated RNA binding protein Mpp6
I	2903745	2905056	1005	2903745-2903787,2903839-2904704,2904961-2905056	-	CDS	SPACUNK4.10	gor1	SPACUNK4.10.1	glyoxylate reductase
I	2905080	2905304	225	2905080-2905304	+	CDS	SPACUNK4.20	None	SPACUNK4.20.1	dubious
I	2906501	2907520	1020	2906501-2907520	-	CDS	SPACUNK4.09	None	SPACUNK4.09.1	methyltransferase with rhodanese domain, unknown specificity
I	2907748	2910129	2382	2907748-2910129	-	CDS	SPACUNK4.08	dpp2	SPACUNK4.08.1	dipeptidyl peptidase
I	2910588	2914223	3636	2910588-2914223	+	CDS	SPACUNK4.07c	cta4	SPACUNK4.07c.1	P-type ATPase family V, transmembrane protein dislocase Cta4
I	2914817	2915402	519	2914817-2915290,2915358-2915402	+	CDS	SPACUNK4.06c	rpb7	SPACUNK4.06c.1	DNA-directed RNA polymerase complex II subunit Rpb7
I	2915898	2919575	3678	2915898-2919575	-	CDS	SPAPYUK71.03c	tcb3	SPAPYUK71.03c.1	tricalbin, C2 domain protein (phospholipid binding) ER-plasma membrane tethering protein Tcb3
I	2920230	2922758	2529	2920230-2922758	-	CDS	SPAC513.01c	eft201	SPAC513.01c.1	translation elongation factor 2 (EF-2) Eft2,A
I	2924248	2924898	651	2924248-2924898	+	CDS	SPAC513.02	None	SPAC513.02.1	phosphoglycerate mutase/6-phosphofructo-2-kinase family
I	2925537	2925713	135	2925537-2925549,2925592-2925713	-	CDS	SPAC513.03	mfm2	SPAC513.03.1	M-factor precursor Mfm2
I	2925932	2926234	303	2925932-2926234	+	CDS	SPAC513.04	None	SPAC513.04.1	Schizosaccharomyces pombe specific protein, implicated in mating
I	2927430	2930663	3234	2927430-2930663	+	CDS	SPAC513.05	ams1	SPAC513.05.1	Class II alpha-mannosidase, subtype C, Ams1
I	2930891	2931997	1107	2930891-2931997	-	CDS	SPAC513.06c	dhd1	SPAC513.06c.1	D-xylose 1-dehydrogenase (NADP+)
I	2934097	2935107	1011	2934097-2935107	+	CDS	SPAC513.07	None	SPAC513.07.1	flavonol reductase/cinnamoyl-CoA reductase family
I	2935851	2936897	1047	2935851-2936897	+	CDS	SPAC2E1P3.01	None	SPAC2E1P3.01.1	dehydrogenase
I	2937422	2938975	1554	2937422-2938975	-	CDS	SPAC2E1P3.02c	amt3	SPAC2E1P3.02c.1	plasma membrane ammonium transmembrane transporter Amt3
I	2939733	2943734	4002	2939733-2943734	-	CDS	SPAC2E1P3.03c	Tf2-3	SPAC2E1P3.03c.1	retrotransposable element/transposon Tf2-type
I	2945326	2947464	2139	2945326-2947464	+	CDS	SPAC2E1P3.04	cao1	SPAC2E1P3.04.1	copper amine oxidase Cao1
I	2948039	2948632	594	2948039-2948632	-	CDS	SPAC2E1P3.05c	cbm1	SPAC2E1P3.05c.1	fungal cellulose binding domain protein
I	2954918	2958580	3663	2954918-2958580	+	CDS	SPAPB2C8.01	None	SPAPB2C8.01.1	cell surface glycoprotein, adhesion molecule
I	2960473	2962257	1785	2960473-2962257	+	CDS	SPAPB24D3.01	toe3	SPAPB24D3.01.1	DNA-binding transcription factor
I	2962617	2964248	1632	2962617-2964248	-	CDS	SPAPB24D3.02c	None	SPAPB24D3.02c.1	amino acid/polyamine family transmembrane transporter
I	2964943	2966169	1227	2964943-2966169	+	CDS	SPAPB24D3.03	agm2	SPAPB24D3.03.1	agmatinase 2, Agm2
I	2966665	2967351	687	2966665-2967351	-	CDS	SPAPB24D3.04c	mag1	SPAPB24D3.04c.1	DNA-3-methyladenine glycosylase Mag1
I	2967510	2967904	395	2967510-2967904	-	pseudogenic_transcript	SPAPB24D3.05c	None	SPAPB24D3.05c.1	ring cleavage dioxygenase, pseudogene, single frameshift and no methionine
I	2968591	2969541	951	2968591-2969541	-	CDS	SPAPB24D3.06c	None	SPAPB24D3.06c.1	Alpha/Beta hydrolase fold, DUF1749 family protein, implicated in siderophore metabolism
I	2970551	2971453	903	2970551-2971453	-	CDS	SPAPB24D3.07c	None	SPAPB24D3.07c.1	glycosyl hydrolase (predicted by Pfam-N)
I	2973725	2974774	1050	2973725-2974774	-	CDS	SPAPB24D3.08c	None	SPAPB24D3.08c.1	NADP-dependent oxidoreductase, implicated in cellular detoxification
I	2975688	2979878	4191	2975688-2979878	-	CDS	SPAPB24D3.09c	pdr1	SPAPB24D3.09c.1	ABC transmembrane transporter Pdr1
I	2980605	2983514	2910	2980605-2983514	-	CDS	SPAPB24D3.10c	agl1	SPAPB24D3.10c.1	maltose alpha-glucosidase Agl1
I	2988169	2988297	129	2988169-2988297	+	CDS	SPAPB1A11.06	None	SPAPB1A11.06.1	dubious
I	2990337	2991824	1488	2990337-2991824	+	CDS	SPAPB1A11.01	mfc1	SPAPB1A11.01.1	prospore membrane copper transmembrane transporter Mfc1
I	2992999	2994115	1020	2992999-2993058,2993156-2994115	+	CDS	SPAPB1A11.02	None	SPAPB1A11.02.1	sterol esterase/lipase implicated in lipid catabolism or detoxification
I	2997312	2998535	1224	2997312-2998535	+	CDS	SPAPB1A11.03	None	SPAPB1A11.03.1	FMN-dependent alpha-hydroxy acid dehydrogenase, probable lactate dehydrogenase
I	2998862	3000955	2094	2998862-3000955	-	CDS	SPAPB1A11.04c	mca1	SPAPB1A11.04c.1	DNA-binding transcription factor, zf-fungal binuclear cluster type, meiosis-specific copper activator, Mca1
I	3001922	3002986	1008	3001922-3002033,3002091-3002986	+	CDS	SPAC31G5.01	sap49	SPAC31G5.01.1	U2 snRNP-associated RNA-binding protein Sap49
I	3003499	3004472	699	3003499-3003633,3003683-3003797,3004024-3004472	+	CDS	SPAC31G5.02	rot1	SPAC31G5.02.1	ER chaperone Rot1
I	3005183	3005641	459	3005183-3005641	+	CDS	SPAC31G5.03	rps1101	SPAC31G5.03.1	40S ribosomal protein S11
I	3006024	3007112	1089	3006024-3007112	+	CDS	SPAC31G5.04	lys12	SPAC31G5.04.1	homoisocitrate dehydrogenase Lys12
I	3007565	3008296	687	3007565-3008214,3008260-3008296	-	CDS	SPAC31G5.05c	rpe1	SPAC31G5.05c.1	ribulose phosphate 3-epimerase Rpe1
I	3008830	3009584	705	3008830-3008929,3008980-3009584	+	CDS	SPAC31G5.06	rrg8	SPAC31G5.06.1	mitochondrial tRNA 5'-end processing protein Rrg8
I	3009979	3010683	705	3009979-3010683	+	CDS	SPAC31G5.07	dni1	SPAC31G5.07.1	tetraspan protein, claudin Dni1
I	3011614	3012369	756	3011614-3012369	+	CDS	SPAC31G5.08	hem4	SPAC31G5.08.1	uroporphyrinogen-III synthase Ups
I	3012376	3013494	1119	3012376-3013494	-	CDS	SPAC31G5.09c	spk1	SPAC31G5.09c.1	MAP kinase Spk1
I	3014583	3016292	1710	3014583-3016292	+	CDS	SPAC31G5.10	eta2	SPAC31G5.10.1	RNA polymerase I termination factor, Myb family Eta2
I	3018664	3019371	708	3018664-3019371	+	CDS	SPAC31G5.11	pac2	SPAC31G5.11.1	cAMP-independent regulatory protein Pac2
I	3020710	3021843	717	3020710-3021321,3021686-3021784,3021838-3021843	-	CDS	SPAC31G5.12c	maf1	SPAC31G5.12c.1	repressor of RNA polymerase III Maf1
I	3022613	3022969	357	3022613-3022969	+	CDS	SPAC31G5.21	None	SPAC31G5.21.1	DUF1754 family, human FAM32A homolog, implicated in mRNA splicing or surveillance
